Substrate,Protein,Enzyme,Temperature,pH,Time,Volume,Base
20,10,1,60.691,9.886,0.378,0,2.052
20,10,1,60.691,9.885,0.758,0,2.052
20,10,1,60.691,9.885,0.759,0,2.052
20,10,1,60.691,9.884,1.903,0.121,2.052
20,10,1,60.691,9.895,3.047,0.243,2.052
20,10,1,60.691,9.97,3.617,0.284,2.052
20,10,1,60.675,9.935,13.695,0.284,2.052
20,10,1,60.653,9.941,24.728,0.384,2.052
20,10,1,60.655,9.946,35.753,0.484,2.052
20,10,1,60.668,9.958,46.782,0.584,2.052
20,10,1,60.634,9.975,57.813,0.684,2.052
20,10,1,60.586,9.99,68.845,0.784,2.052
20,10,1,60.628,10.001,79.872,0.884,2.052
20,10,1,60.628,10.003,80.062,0.884,2.052
20,10,1,60.628,10.004,80.251,0.884,2.052
20,10,1,60.628,10.006,85.077,0.884,2.052
20,10,1,60.668,10,90.08,0.984,2.052
20,10,1,60.668,10.018,95.082,0.984,2.052
20,10,1,60.668,10.013,100.083,0.984,2.052
20,10,1,60.668,10.013,105.084,0.984,2.052
20,10,1,60.668,10.009,110.087,0.984,2.052
20,10,1,60.668,10.009,115.089,0.984,2.052
20,10,1,60.668,10.006,120.09,0.984,2.052
20,10,1,60.668,10.002,125.091,0.984,2.052
20,10,1,60.669,10.024,130.092,1.084,2.052
20,10,1,60.669,10.018,135.093,1.084,2.052
20,10,1,60.669,10.02,140.094,1.084,2.052
20,10,1,60.669,10.015,145.095,1.084,2.052
20,10,1,60.669,10.015,150.098,1.084,2.052
20,10,1,60.669,10.017,155.1,1.084,2.052
20,10,1,60.669,10.014,160.101,1.084,2.052
20,10,1,60.669,10.015,165.103,1.084,2.052
20,10,1,60.669,10.009,170.106,1.084,2.052
20,10,1,60.669,10.007,175.108,1.084,2.052
20,10,1,60.669,10.006,180.109,1.084,2.052
20,10,1,60.669,10,185.112,1.184,2.052
20,10,1,60.601,10.025,190.115,1.184,2.052
20,10,1,60.601,10.024,195.116,1.184,2.052
20,10,1,60.601,10.021,200.118,1.184,2.052
20,10,1,60.601,10.021,205.12,1.184,2.052
20,10,1,60.601,10.023,210.122,1.184,2.052
20,10,1,60.601,10.017,215.123,1.184,2.052
20,10,1,60.601,10.019,220.125,1.184,2.052
20,10,1,60.601,10.016,225.126,1.184,2.052
20,10,1,60.601,10.015,230.128,1.184,2.052
20,10,1,60.601,10.012,235.13,1.184,2.052
20,10,1,60.601,10.007,240.132,1.184,2.052
20,10,1,60.601,10.011,245.134,1.184,2.052
20,10,1,60.601,10.01,250.138,1.184,2.052
20,10,1,60.601,10.007,255.139,1.184,2.052
20,10,1,60.601,10.007,260.14,1.184,2.052
20,10,1,60.601,10.008,265.142,1.184,2.052
20,10,1,60.601,10.006,270.143,1.184,2.052
20,10,1,60.601,10.007,275.145,1.184,2.052
20,10,1,60.726,10.004,280.146,1.284,2.052
20,10,1,60.726,10.02,285.147,1.284,2.052
20,10,1,60.726,10.018,290.148,1.284,2.052
20,10,1,60.726,10.02,295.15,1.284,2.052
20,10,1,60.726,10.018,300.152,1.284,2.052
20,10,1,60.726,10.021,305.153,1.284,2.052
20,10,1,60.726,10.024,310.154,1.284,2.052
20,10,1,60.726,10.017,315.155,1.284,2.052
20,10,1,60.726,10.016,320.157,1.284,2.052
20,10,1,60.726,10.018,325.159,1.284,2.052
20,10,1,60.726,10.018,330.16,1.284,2.052
20,10,1,60.726,10.017,335.162,1.284,2.052
20,10,1,60.726,10.015,340.163,1.284,2.052
20,10,1,60.726,10.01,345.164,1.284,2.052
20,10,1,60.726,10.007,350.165,1.284,2.052
20,10,1,60.726,10.01,355.166,1.284,2.052
20,10,1,60.726,10.007,360.168,1.284,2.052
20,10,1,60.726,10.008,365.169,1.284,2.052
20,10,1,60.726,10.011,370.171,1.284,2.052
20,10,1,60.726,10.009,375.174,1.284,2.052
20,10,1,60.726,10.007,380.176,1.284,2.052
20,10,1,60.726,10.008,385.178,1.284,2.052
20,10,1,60.726,10.008,390.18,1.284,2.052
20,10,1,60.726,10.005,395.181,1.284,2.052
20,10,1,60.682,10.021,400.182,1.384,2.052
20,10,1,60.682,10.023,405.183,1.384,2.052
20,10,1,60.682,10.026,410.184,1.384,2.052
20,10,1,60.682,10.032,415.186,1.384,2.052
20,10,1,60.682,10.024,420.188,1.384,2.052
20,10,1,60.682,10.027,425.19,1.384,2.052
20,10,1,60.682,10.024,430.191,1.384,2.052
20,10,1,60.682,10.023,435.194,1.384,2.052
20,10,1,60.682,10.024,440.195,1.384,2.052
20,10,1,60.682,10.021,445.197,1.384,2.052
20,10,1,60.682,10.017,450.198,1.384,2.052
20,10,1,60.682,10.015,455.199,1.384,2.052
20,10,1,60.682,10.018,460.2,1.384,2.052
20,10,1,60.682,10.014,465.201,1.384,2.052
20,10,1,60.682,10.016,470.203,1.384,2.052
20,10,1,60.682,10.017,475.205,1.384,2.052
20,10,1,60.682,10.016,480.207,1.384,2.052
20,10,1,60.682,10.018,485.209,1.384,2.052
20,10,1,60.682,10.016,490.21,1.384,2.052
20,10,1,60.682,10.009,495.212,1.384,2.052
20,10,1,60.682,10.01,500.214,1.384,2.052
20,10,1,60.682,10.006,505.216,1.384,2.052
20,10,1,60.682,10.006,510.219,1.384,2.052
20,10,1,60.682,10.003,515.22,1.384,2.052
20,10,1,60.682,10.004,520.221,1.384,2.052
20,10,1,60.682,10.007,525.223,1.384,2.052
20,10,1,60.682,10.003,530.225,1.384,2.052
20,10,1,60.733,10.036,535.226,1.484,2.052
20,10,1,60.733,10.026,540.227,1.484,2.052
20,10,1,60.733,10.024,545.229,1.484,2.052
20,10,1,60.733,10.023,550.23,1.484,2.052
20,10,1,60.733,10.021,555.231,1.484,2.052
20,10,1,60.733,10.022,560.232,1.484,2.052
20,10,1,60.733,10.023,565.233,1.484,2.052
20,10,1,60.733,10.022,570.234,1.484,2.052
20,10,1,60.733,10.02,575.237,1.484,2.052
20,10,1,60.733,10.024,580.24,1.484,2.052
20,10,1,60.733,10.025,585.242,1.484,2.052
20,10,1,60.733,10.022,590.244,1.484,2.052
20,10,1,60.733,10.016,595.246,1.484,2.052
20,10,1,60.733,10.015,600.247,1.484,2.052
20,10,1,60.733,10.013,605.249,1.484,2.052
20,10,1,60.733,10.019,610.251,1.484,2.052
20,10,1,60.733,10.011,615.252,1.484,2.052
20,10,1,60.733,10.014,620.253,1.484,2.052
20,10,1,60.733,10.013,625.256,1.484,2.052
20,10,1,60.733,10.013,630.258,1.484,2.052
20,10,1,60.733,10.01,635.259,1.484,2.052
20,10,1,60.733,10.007,640.261,1.484,2.052
20,10,1,60.733,10.009,645.263,1.484,2.052
20,10,1,60.733,10.011,650.265,1.484,2.052
20,10,1,60.733,10.009,655.267,1.484,2.052
20,10,1,60.733,10.011,660.268,1.484,2.052
20,10,1,60.733,10.009,665.269,1.484,2.052
20,10,1,60.733,10.005,670.271,1.484,2.052
20,10,1,60.733,10.009,675.272,1.484,2.052
20,10,1,60.733,10.007,680.275,1.484,2.052
20,10,1,60.75,10.023,685.277,1.584,2.052
20,10,1,60.75,10.021,690.278,1.584,2.052
20,10,1,60.75,10.022,695.281,1.584,2.052
20,10,1,60.75,10.025,700.282,1.584,2.052
20,10,1,60.75,10.026,705.283,1.584,2.052
20,10,1,60.75,10.027,710.284,1.584,2.052
20,10,1,60.75,10.023,715.285,1.584,2.052
20,10,1,60.75,10.026,720.287,1.584,2.052
20,10,1,60.75,10.024,725.289,1.584,2.052
20,10,1,60.75,10.023,730.291,1.584,2.052
20,10,1,60.75,10.021,735.293,1.584,2.052
20,10,1,60.75,10.019,740.296,1.584,2.052
20,10,1,60.75,10.017,745.297,1.584,2.052
20,10,1,60.75,10.019,750.298,1.584,2.052
20,10,1,60.75,10.019,755.3,1.584,2.052
20,10,1,60.75,10.021,760.301,1.584,2.052
20,10,1,60.75,10.024,765.304,1.584,2.052
20,10,1,60.75,10.017,770.306,1.584,2.052
20,10,1,60.75,10.02,775.308,1.584,2.052
20,10,1,60.75,10.018,780.311,1.584,2.052
20,10,1,60.75,10.02,785.313,1.584,2.052
20,10,1,60.75,10.019,790.315,1.584,2.052
20,10,1,60.75,10.021,795.317,1.584,2.052
20,10,1,60.75,10.018,800.318,1.584,2.052
20,10,1,60.75,10.021,805.32,1.584,2.052
20,10,1,60.75,10.02,810.321,1.584,2.052
20,10,1,60.75,10.016,815.322,1.584,2.052
20,10,1,60.75,10.019,820.323,1.584,2.052
20,10,1,60.75,10.012,825.325,1.584,2.052
20,10,1,60.75,10.014,830.326,1.584,2.052
20,10,1,60.75,10.016,835.327,1.584,2.052
20,10,1,60.75,10.014,840.328,1.584,2.052
20,10,1,60.75,10.011,845.33,1.584,2.052
20,10,1,60.75,10.015,850.332,1.584,2.052
20,10,1,60.75,10.017,855.333,1.584,2.052
20,10,1,60.75,10.015,860.335,1.584,2.052
20,10,1,60.75,10.017,865.336,1.584,2.052
20,10,1,60.75,10.015,870.337,1.584,2.052
20,10,1,60.75,10.013,875.338,1.584,2.052
20,10,1,60.75,10.011,880.339,1.584,2.052
20,10,1,60.75,10.009,885.34,1.584,2.052
20,10,1,60.75,10.011,890.341,1.584,2.052
20,10,1,60.75,10.007,895.343,1.584,2.052
20,10,1,60.75,10.009,900.345,1.584,2.052
20,10,1,60.75,10.008,905.347,1.584,2.052
20,10,1,60.75,10.007,910.348,1.584,2.052
20,10,1,60.75,10.01,915.352,1.584,2.052
20,10,1,60.75,10.008,920.354,1.584,2.052
20,10,1,60.75,10,925.356,1.684,2.052
20,10,1,60.745,10.025,930.358,1.684,2.052
20,10,1,60.745,10.023,935.36,1.684,2.052
20,10,1,60.745,10.019,940.362,1.684,2.052
20,10,1,60.745,10.022,945.363,1.684,2.052
20,10,1,60.745,10.021,950.364,1.684,2.052
20,10,1,60.745,10.023,955.365,1.684,2.052
20,10,1,60.745,10.024,960.367,1.684,2.052
20,10,1,60.745,10.027,965.37,1.684,2.052
20,10,1,60.745,10.023,970.372,1.684,2.052
20,10,1,60.745,10.02,975.373,1.684,2.052
20,10,1,60.745,10.02,980.377,1.684,2.052
20,10,1,60.745,10.019,985.379,1.684,2.052
20,10,1,60.745,10.018,990.38,1.684,2.052
20,10,1,60.745,10.016,995.381,1.684,2.052
20,10,1,60.745,10.016,1000.383,1.684,2.052
20,10,1,60.745,10.015,1005.385,1.684,2.052
