Substrate,Enzyme,Time,alphaNH
40,3,0,0.0
40,3,5,0.023424843309925118
40,3,10,0.04296234133007436
40,3,15,0.20789666619850958
40,3,20,0.45491827678129126
40,3,25,0.7301263844447904
40,3,30,1.0261704144675607
40,3,35,1.3258762230007624
40,3,40,1.6269754831886427
40,3,45,2.011683296155795
40,3,50,2.415062020406369
40,3,55,2.810190791607677
40,3,60,3.204016929645536
40,3,65,3.5690987415882964
40,3,70,3.8782092974309683
40,3,75,4.221617285147066
40,3,80,4.586512345823766
40,3,85,4.895843016375512
40,3,90,5.209996191386873
40,3,95,5.466742507954282
40,3,100,5.746331308392858
40,3,105,6.1058025420600766
40,3,110,6.48866038751064
40,3,115,6.789045254259192
40,3,120,6.997838781580079
40,3,125,7.2747832107499875
40,3,130,7.544990214623299
40,3,135,7.86061307568458
40,3,140,8.18765813618473
40,3,145,8.445193759747232
40,3,150,8.687496189946538
40,3,155,8.885291738593141
40,3,160,9.087545954817319
40,3,165,9.311935163845906
40,3,170,9.555855480114346
40,3,175,9.736577347531957
40,3,180,9.8001731640689
40,3,185,9.922987925781168
40,3,190,10.07661067246736
40,3,195,10.251931674791539
40,3,200,10.431882670216645
40,3,205,10.51004162545426
40,3,210,10.594653186845397
40,3,215,10.711373574577774
40,3,220,10.830838008521441
40,3,225,10.965208008562238
40,3,230,11.10449144692037
40,3,235,11.170445111471956
40,3,240,11.236832545516986
40,3,245,11.306257313145773
40,3,250,11.39998088843416
40,3,255,11.502382421935108
40,3,260,11.604350050633087
40,3,265,11.674642628714249
40,3,270,11.7275791577476
40,3,275,11.78875973571276
40,3,280,11.854713266568824
40,3,285,11.930646753652237
40,3,290,12.013694475685858
40,3,295,12.040858576296536
40,3,300,12.079910009516956
40,3,305,12.128941253449264
40,3,310,12.18448121841176
40,3,315,12.250434750878501
40,3,320,12.319425617077261
40,3,325,12.341988667657988
40,3,330,12.378436672442243
40,3,335,12.423128868784838
40,3,340,12.474329637410333
40,3,345,12.530737263862154
40,3,350,12.601029844517496
40,3,355,12.62706428797613
40,3,360,12.663512293205846
40,3,365,12.699047855885222
40,3,370,12.748953556033083
40,3,375,12.796721074223978
40,3,380,12.847487938651083
40,3,385,12.850066844158743
40,3,390,12.886953666007162
40,3,395,12.937727291374983
40,3,400,12.995444318502507
40,3,405,13.062270826611915
40,3,410,13.103925529576406
40,3,415,13.123029161734287
40,3,420,13.161651833539652
40,3,425,13.21285942087711
40,3,430,13.267538709051005
40,3,435,13.33346117875342
40,3,440,13.406840705113062
40,3,445,13.423331284086142
40,3,450,13.45804829245052
40,3,455,13.512727580624412
40,3,460,13.578370018612594
40,3,465,13.647689780081638
40,3,470,13.713652095149603
40,3,475,13.747067215282717
40,3,480,13.794946688610578
40,3,485,13.853973643985956
40,3,490,13.922115055706062
40,3,495,14.000067410576293
40,3,500,14.071237276833832
40,3,505,14.095539182385188
40,3,510,14.136087588298938
40,3,515,14.189472260493007
40,3,520,14.250669323739865
40,3,525,14.315772582513116
40,3,530,14.383256205967223
40,3,535,14.38738598342183
40,3,540,14.42037163411235
40,3,545,14.46985011014813
40,3,550,14.525404890258482
40,3,555,14.592244235078745
40,3,560,14.654309340983277
40,3,565,14.683822817916901
40,3,570,14.722884584770283
40,3,575,14.780609472741938
40,3,580,14.838768382427666
40,3,585,14.906614721966898
40,3,590,14.920935487201977
40,3,595,14.933385116095488
40,3,600,14.969408918363515
40,3,605,15.02062348062408
40,3,610,15.068799698676841
40,3,615,15.124788499078043
40,3,620,15.190426061795197
40,3,625,15.203780450031676
40,3,630,15.246314577468247
40,3,635,15.30230337786945
40,3,640,15.3647741508554
40,3,645,15.431207825304774
40,3,650,15.482422189547366
40,3,655,15.495876862340479
40,3,660,15.52799446836275
40,3,665,15.57530362891298
40,3,670,15.630876694245924
40,3,675,15.682990231837339
40,3,680,15.720286320896996
40,3,685,15.751953503401532
40,3,690,15.795819652145473
40,3,695,15.847474404137774
40,3,700,15.896091199429854
40,3,705,15.954638005799724
40,3,710,16.008890515290833
40,3,715,16.02191096226362
40,3,720,16.050122168247437
40,3,725,16.09012469669251
40,3,730,16.132664751735426
40,3,735,16.172674844226638
40,3,740,16.218088150427874
40,3,745,16.239789028084193
40,3,750,16.26636164443062
40,3,755,16.308033534000856
40,3,760,16.35404624540132
40,3,765,16.40428324305717
40,3,770,16.460396166336864
40,3,775,16.49685906923698
40,3,780,16.535926465201385
40,3,785,16.572389368101497
40,3,790,16.626215558096906
40,3,795,16.680754838416856
40,3,800,16.735441781380075
40,3,805,16.747758785403423
40,3,810,16.776408209482955
40,3,815,16.80809620884365
40,3,820,16.83717971510621
40,3,825,16.887099385737876
40,3,830,16.932678015547978
40,3,835,16.95742092093487
40,3,840,16.988674838925583
40,3,845,17.013417524001568
40,3,850,17.050314732495163
40,3,855,17.098718575994486
40,3,860,17.1434230285372
40,3,865,17.156665094984643
40,3,870,17.16664898571394
40,3,875,17.192260059943603
40,3,880,17.222211732521902
40,3,885,17.250446417050075
40,3,895,17.282549385302204
40,3,900,17.303385557537396
40,3,905,17.334639477565055
40,3,910,17.38542709761001
40,3,915,17.442726178773615
40,3,920,17.500025032905913
40,3,925,17.510877088612787
40,3,930,17.52824037774379
40,3,935,17.553851458582795
40,3,940,17.580764557087505
40,3,945,17.612452560165636
40,3,950,17.647179369612612
40,3,955,17.681037784303168
40,3,960,17.71793477467108
40,3,965,17.76351340983144
40,3,970,17.809461648552787
40,3,975,17.867693381098036
40,3,980,17.915442428081192
40,3,985,17.9484326787241
40,3,990,17.98446150508412
40,3,995,18.0295729779822
40,3,1000,18.06563488495549
40,3,1005,18.10478270597429
40,3,1015,18.109043109485633
40,3,1020,18.13552236385525
40,3,1025,18.16677628592609
40,3,1030,18.206711853016603
40,3,1035,18.24968599586401
40,3,1045,18.26574703915041
40,3,1050,18.293962385464365
40,3,1055,18.314364251260606
40,3,1060,18.353444769988858
40,3,1065,18.4033511127123
40,3,1070,18.428093801018377
40,3,1075,18.437643369178826
40,3,1080,18.45023175429257
40,3,1085,18.471965880882916
40,3,1090,18.502755705974046
40,3,1095,18.535745956616957
40,3,1100,18.546163930504186
40,3,1105,18.566999878278658
40,3,1110,18.590874401770236
40,3,1115,18.626087059027917
40,3,1120,18.664668383471483
40,3,1125,18.700263127586204
40,3,1130,18.71545576132355
40,3,1135,18.7336872153877
40,3,1140,18.76327636362934
40,3,1145,18.798876184583495
40,3,1150,18.82525854743881
40,3,1165,18.840471446334828
40,3,1170,18.85531492512057
