Substrate,Enzyme,Time,alphaNH
30,3,6950,28.967784746671924
30,3,6970,28.96862812056358
30,3,6975,28.971579926242374
30,3,6985,28.97790523337182
30,3,6990,28.980435741074174
30,3,7000,28.982965476721766
30,3,7005,28.98380923668574
30,3,7010,28.988447790209644
30,3,7015,28.990977525750516
30,3,7055,28.994772711204984
30,3,7060,28.99688152923856
30,3,7070,28.998989966937806
30,3,7125,29.00236307622991
30,3,7140,29.009110067363178
30,3,7145,29.01627874250026
30,3,7150,29.021338985850207
30,3,7155,29.030194414654627
30,3,7160,29.03398959422508
30,3,7175,29.0356763420084
30,3,7190,29.03904983757503
30,3,7195,29.04453177081282
30,3,7205,29.05170044594991
30,3,7210,29.060555874754325
30,3,7215,29.071098045458044
30,3,7220,29.07657997869583
30,3,7230,29.078266726479146
30,3,7235,29.079953474262467
30,3,7240,29.08712214939955
30,3,7245,29.09049564496618
30,3,7250,29.08803328804642
30,3,7295,29.092604082637337
30,3,7300,29.093025766641155
30,3,7330,29.09471251442447
30,3,7335,29.10019444766226
30,3,7340,29.109049870582663
30,3,7345,29.11073661836598
30,3,7355,29.11242336614929
30,3,7365,29.117483609499242
30,3,7375,29.11917035728256
30,3,7380,29.122543852849194
30,3,7385,29.131399281653618
30,3,7390,29.138567956790702
30,3,7395,29.149531817382254
30,3,7405,29.15121856516557
30,3,7410,29.15838724618667
30,3,7420,29.16555592132376
30,3,7425,29.174833034132003
30,3,7430,29.18411014694024
30,3,7470,29.187483642506873
30,3,7475,29.188748706286372
30,3,7485,29.192122201853
30,3,7495,29.19718244520295
30,3,7505,29.206037868123353
30,3,7510,29.21658004471109
30,3,7515,29.227122215414813
30,3,7535,29.232182458764758
30,3,7550,29.23724270211471
30,3,7555,29.238929449898027
30,3,7580,29.24567644103129
30,3,7585,29.256218617619027
30,3,7595,29.259592113185658
30,3,7600,29.266760788322745
30,3,7610,29.270134283889373
30,3,7615,29.28067646047711
30,3,7620,29.29164032106867
30,3,7625,29.308086109014
30,3,7630,29.31904996960555
30,3,7635,29.31989334349721
30,3,7640,29.322423465172182
30,3,7645,29.326640334630476
30,3,7650,29.33465238954324
30,3,7660,29.342664438571983
30,3,7665,29.352363241268062
30,3,7680,29.355315046946856
30,3,7685,29.35615842083851
30,3,7690,29.36248372796796
30,3,7700,29.365435533646757
30,3,7705,29.370074092992883
30,3,7710,29.37639939423831
30,3,7715,29.37935120580112
30,3,7725,29.38398975926323
30,3,7745,29.386519880938206
30,3,7750,29.391158440284336
30,3,7755,29.399170489313082
30,3,7780,29.400013863204737
30,3,7785,29.4008572370964
30,3,7795,29.403387358771372
30,3,7800,29.40423073266303
30,3,7805,29.40507410655469
30,3,7810,29.407604228229662
30,3,7815,29.410134349904634
30,3,7825,29.410977723796297
30,3,7830,29.415194593254586
30,3,7835,29.42320664816735
30,3,7840,29.425736769842324
30,3,7910,29.42742351762564
30,3,7915,29.430797013192272
30,3,7925,29.43585725654222
30,3,7950,29.43754400432554
30,3,7965,29.4442909954588
30,3,7970,29.45314641837921
30,3,7980,29.45651991394584
30,3,7985,29.46368859496694
30,3,7990,29.47085727010403
30,3,8015,29.47591751345398
30,3,8020,29.48139944669176
30,3,8030,29.488568121828852
30,3,8035,29.492363307283323
30,3,8040,29.503327167874875
30,3,8045,29.514291028466435
30,3,8050,29.518507897924724
30,3,8055,29.518929581928543
30,3,8065,29.5210380195997
30,3,8075,29.52145970360352
30,3,8080,29.523568141274673
30,3,8085,29.525676573061812
30,3,8090,29.527785010732966
30,3,8095,29.533266938086737
30,3,8100,29.535375375757887
30,3,8105,29.53917055532834
30,3,8110,29.546760920353268
30,3,8115,29.552664537594875
30,3,8120,29.558568154836482
30,3,8125,29.568266957532558
30,3,8130,29.579652502127935
30,3,8135,29.589351304824014
30,3,8140,29.592303110502808
30,3,8145,29.60242359720271
30,3,8150,29.612544083902606
30,3,8155,29.62435131838582
30,3,8160,29.63658024275687
30,3,8165,29.645013981673454
30,3,8180,29.646700729456775
30,3,8185,29.65724290016049
30,3,8190,29.667785076748228
30,3,8240,29.672001946206517
30,3,8250,29.680013995235264
30,3,8320,29.68296580679807
30,3,8330,29.68971279793134
30,3,8335,29.694773041281287
30,3,8340,29.708688312064943
30,3,8350,29.71543530310839
30,3,8370,29.717122050869254
30,3,8375,29.72218268981817
30,3,8380,29.727664623055958
30,3,8385,29.731038118622592
30,3,8390,29.73820639788003
30,3,8395,29.743688726997465
30,3,8415,29.745375078805704
30,3,8420,29.75423089770118
30,3,8440,29.758026083155652
30,3,8445,29.765194758292736
30,3,8450,29.774471871100978
30,3,8455,29.782062236125903
30,3,8460,29.793026096717455
30,3,8465,29.80778514276349
30,3,8470,29.822544182925494
